Customer,Segment,Primary_Rep,Net_Revenue,Total_Invoice_Revenue,Total_Credits,Num_Orders,Avg_Order_Value,Median_Order_Value,Total_Hats_Ordered,Avg_Hats_Per_Order,First_Order_Date,Last_Order_Date,Days_Since_Last_Order,Account_Age_Days,Avg_Days_Between_Orders,Monthly_Revenue,Monthly_Hats,Daily_Hat_Velocity,Days_To_50pct,Recommended_Visit_Days,Hard_Deadline_Days,Next_Visit_Date,Urgency
Grocery Outlet - Woodland WA,E - New / One-Time,Unassigned,2360.7999999999997,2360.7999999999997,0.0,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-08-20,2025-08-20,170,170,,422.7220705882352,35.632705882352944,1.1705882352941177,88.84422110552764,71.0,89.0,2025-10-30,OVERDUE
Grocery Outlet - Yuba City,E - New / One-Time,Unassigned,2360.7999999999997,2360.7999999999997,0.0,1,2360.7999999999997,2360.7999999999997,199,199.0,2026-02-04,2026-02-04,2,2,,2360.7999999999997,199.0,6.633333333333334,15.678391959798994,13.0,16.0,2026-02-17,Urgent (< 2 weeks)
Grocery Outlet Overlea,E - New / One-Time,Unassigned,2360.7999999999997,2360.7999999999997,0.0,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-09-17,2025-09-17,142,142,,506.0757183098591,42.658873239436616,1.4014084507042253,74.21105527638191,59.0,74.0,2025-11-15,OVERDUE
Grocery Outlet-Tustin,E - New / One-Time,Unassigned,2360.7999999999997,2360.7999999999997,0.0,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-06-27,2025-06-27,224,224,,320.8158571428571,27.042678571428574,0.8883928571428571,117.06532663316584,93.0,117.0,2025-09-28,OVERDUE
Hooked On Toys,E - New / One-Time,Unassigned,2360.7999999999997,2360.7999999999997,0.0,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-10-01,2025-10-01,128,128,,561.42775,47.324687499999996,1.5546875,66.89447236180905,53.0,67.0,2025-11-23,OVERDUE
Work Sports Outdoors #698,E - New / One-Time,Unassigned,2360.7999999999997,2360.7999999999997,0.0,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-08-28,2025-08-28,162,162,,443.5972345679012,37.392345679012344,1.228395061728395,84.66331658291458,68.0,85.0,2025-11-04,OVERDUE
Okanogan IGA Market,E - New / One-Time,Eric Arnold,2352.0,2352.0,0.0,1,2352.0,2352.0,198,198.0,2025-11-11,2025-11-11,87,87,,822.9296551724138,69.27724137931034,2.2758620689655173,45.696969696969695,36.0,46.0,2025-12-17,OVERDUE
Grocery Outlet - Ashland,E - New / One-Time,Unassigned,2338.1,2338.1,0.0,1,2338.1,2338.1,197,197.0,2026-01-06,2026-01-06,31,31,,2295.8633548387097,193.44129032258064,6.354838709677419,16.36548223350254,13.0,16.0,2026-01-19,OVERDUE
Grocery Outlet - Kennewick,E - New / One-Time,Unassigned,2338.1,2338.1,0.0,1,2338.1,2338.1,197,197.0,2026-01-06,2026-01-06,31,31,,2295.8633548387097,193.44129032258064,6.354838709677419,16.36548223350254,13.0,16.0,2026-01-19,OVERDUE
JLF Enterprises,E - New / One-Time,Merlin Gleed,2304.0,2304.0,0.0,1,2304.0,2304.0,194,194.0,2025-07-18,2025-07-18,203,203,,345.4865024630542,29.090443349753695,0.9556650246305419,108.82474226804123,87.0,109.0,2025-10-13,OVERDUE
Zamzows - Lake Hazel,E - New / One-Time,Unassigned,2304.0,2304.0,0.0,1,2304.0,2304.0,194,194.0,2025-08-11,2025-08-11,179,179,,391.8087150837989,32.99083798882682,1.0837988826815643,95.95876288659794,77.0,96.0,2025-10-27,OVERDUE
Zamzows-State,E - New / One-Time,Unassigned,2304.0,2304.0,0.0,1,2304.0,2304.0,194,194.0,2025-08-06,2025-08-06,184,184,,381.1617391304348,32.09434782608696,1.0543478260869565,98.63917525773196,79.0,99.0,2025-10-24,OVERDUE
Grocery Outlet - Bellevue Crossroads,E - New / One-Time,Unassigned,2270.0,2270.0,0.0,1,2270.0,2270.0,191,191.0,2025-09-30,2025-09-30,129,129,,535.6496124031007,45.07007751937984,1.4806201550387597,70.24083769633508,56.0,70.0,2025-11-25,OVERDUE
Grocery Outlet - Ferndale,E - New / One-Time,Unassigned,2270.0,2270.0,0.0,1,2270.0,2270.0,191,191.0,2025-11-12,2025-11-12,86,86,,803.4744186046512,67.60511627906976,2.2209302325581395,46.82722513089006,37.0,47.0,2025-12-19,OVERDUE
Grocery Outlet - San Luis Obispo,E - New / One-Time,Unassigned,2270.0,2270.0,0.0,1,2270.0,2270.0,191,191.0,2025-11-18,2025-11-18,80,80,,863.735,72.6755,2.3875,43.560209424083766,35.0,44.0,2025-12-23,OVERDUE
Grocery Outlet - Sandy,E - New / One-Time,Unassigned,2270.0,2270.0,0.0,1,2270.0,2270.0,191,191.0,2025-07-23,2025-07-23,198,198,,348.9838383838384,29.363838383838385,0.9646464646464646,107.81151832460733,86.0,108.0,2025-10-17,OVERDUE
Empire Foods LLC,E - New / One-Time,Ann Wheelock,2268.0,2268.0,0.0,1,2268.0,2268.0,191,191.0,2025-04-09,2025-04-09,303,303,,227.84792079207924,19.18825082508251,0.6303630363036303,164.9842931937173,132.0,165.0,2025-08-19,OVERDUE
Wray's Marketfresh IGA Southgate,E - New / One-Time,Eric Arnold,2256.0,2256.0,0.0,1,2256.0,2256.0,190,190.0,2025-11-11,2025-11-11,87,87,,789.3406896551725,66.47816091954023,2.1839080459770117,47.62105263157894,38.0,48.0,2025-12-19,OVERDUE
A-4 Quality Properties,E - New / One-Time,Bobbi Marshall,2233.5,2496.0,-262.5,1,2496.0,2496.0,210,210.0,2025-08-05,2025-08-05,185,185,,367.5012972972973,34.553513513513515,1.135135135135135,91.61904761904762,73.0,92.0,2025-10-17,OVERDUE
Grocery Outlet - Jamison PA,E - New / One-Time,Unassigned,2224.6,2224.6,0.0,1,2224.6,2224.6,187,187.0,2025-10-03,2025-10-03,126,126,,537.435111111111,45.17682539682539,1.4841269841269842,70.07486631016043,56.0,70.0,2025-11-28,OVERDUE
Valley Wide Country Store Zillah,E - New / One-Time,Unassigned,2208.0,2208.0,0.0,1,2208.0,2208.0,186,186.0,2025-11-26,2025-11-26,72,72,,933.4933333333333,78.63666666666667,2.5833333333333335,40.25806451612903,32.0,40.0,2025-12-28,OVERDUE
Buy and Go #6,E - New / One-Time,JADEN BLACK,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-07,2025-04-07,305,305,,217.97036065573772,18.363803278688525,0.6032786885245902,172.39130434782606,138.0,172.0,2025-08-23,OVERDUE
Dubois Travel Stop,E - New / One-Time,Lamar Helm,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-15,2025-04-15,297,297,,223.84161616161617,18.85845117845118,0.6195286195286195,167.8695652173913,134.0,168.0,2025-08-27,OVERDUE
Elevate Boutique,E - New / One-Time,Ann Wheelock,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-16,2025-04-16,296,296,,224.59783783783783,18.922162162162163,0.6216216216216216,167.30434782608697,134.0,167.0,2025-08-28,OVERDUE
Grocery Outlet - Arroyo Grande,E - New / One-Time,Unassigned,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-03,2025-04-03,309,309,,215.1487378640777,18.126084142394824,0.5954692556634305,174.65217391304347,139.0,175.0,2025-08-20,OVERDUE
Grocery Outlet - Beaumont,E - New / One-Time,Unassigned,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-03,2025-04-03,309,309,,215.1487378640777,18.126084142394824,0.5954692556634305,174.65217391304347,139.0,175.0,2025-08-20,OVERDUE
Grocery Outlet - Port Hueneme,E - New / One-Time,Unassigned,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-03,2025-04-03,309,309,,215.1487378640777,18.126084142394824,0.5954692556634305,174.65217391304347,139.0,175.0,2025-08-20,OVERDUE
Grocery Outlet - Springfield,E - New / One-Time,Unassigned,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-02,2025-04-02,310,310,,214.45470967741934,18.067612903225807,0.5935483870967742,175.21739130434784,140.0,175.0,2025-08-20,OVERDUE
Grocery Outlet - Ventura,E - New / One-Time,Unassigned,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-02,2025-04-02,310,310,,214.45470967741934,18.067612903225807,0.5935483870967742,175.21739130434784,140.0,175.0,2025-08-20,OVERDUE
Grocery Outlet-San Rafael,E - New / One-Time,Unassigned,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-02,2025-04-02,310,310,,214.45470967741934,18.067612903225807,0.5935483870967742,175.21739130434784,140.0,175.0,2025-08-20,OVERDUE
Liberty Lake Ace Hardware,E - New / One-Time,Ann Wheelock,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-02,2025-04-02,310,310,,214.45470967741934,18.067612903225807,0.5935483870967742,175.21739130434784,140.0,175.0,2025-08-20,OVERDUE
Polson Bay Grocery,E - New / One-Time,Lamar Helm,2184.0,2184.0,0.0,1,2184.0,2184.0,184,184.0,2025-04-09,2025-04-09,303,303,,219.40910891089112,18.48501650165017,0.6072607260726073,171.26086956521738,137.0,171.0,2025-08-24,OVERDUE
Grocery Outlet - Tulare,E - New / One-Time,Unassigned,2179.2,2179.2,0.0,1,2179.2,2179.2,184,184.0,2025-10-01,2025-10-01,128,128,,518.241,43.7575,1.4375,72.34782608695652,58.0,72.0,2025-11-28,OVERDUE
Grocery Outlet - Valley Springs,E - New / One-Time,Unassigned,2179.2,2179.2,0.0,1,2179.2,2179.2,184,184.0,2025-07-07,2025-07-07,214,214,,309.97592523364483,26.172710280373835,0.8598130841121495,120.95652173913044,97.0,121.0,2025-10-12,OVERDUE
Lucky Stop 23,E - New / One-Time,Unassigned,2160.0,2496.0,-336.0,1,2496.0,2496.0,210,210.0,2025-07-18,2025-07-18,203,203,,323.8935960591133,31.489655172413794,1.0344827586206897,100.53333333333333,80.0,101.0,2025-10-06,OVERDUE
Grocery Outlet - Tigard,E - New / One-Time,Unassigned,2156.4999999999995,2360.7999999999997,-204.29999999999998,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-07-26,2025-07-26,195,195,,336.6351794871794,31.06441025641026,1.0205128205128204,101.90954773869348,81.0,102.0,2025-10-15,OVERDUE
Awalix LLC,E - New / One-Time,VIEGEAR,2047.0,2047.0,0.0,1,2047.0,2047.0,172,172.0,2026-01-30,2026-01-30,7,7,,2047.0,172.0,5.733333333333333,18.13953488372093,14.0,18.0,2026-02-13,Urgent (< 2 weeks)
Brookshire Brothers - Onalaska,E - New / One-Time,Unassigned,2016.0,2016.0,0.0,1,2016.0,2016.0,170,170.0,2025-11-18,2025-11-18,80,80,,767.088,64.685,2.125,48.94117647058823,39.0,49.0,2025-12-27,OVERDUE
Blue Mountain Express,E - New / One-Time,Unassigned,1920.0,1920.0,0.0,1,1920.0,1920.0,162,162.0,2025-06-10,2025-06-10,241,241,,242.50954356846475,20.461742738589212,0.6721991701244814,154.71604938271605,123.0,155.0,2025-10-11,OVERDUE
Dans Ace Hardware - Rexburg,E - New / One-Time,Lamar Helm,1920.0,1920.0,0.0,1,1920.0,1920.0,162,162.0,2026-01-28,2026-01-28,9,9,,1920.0,162.0,5.4,19.25925925925926,15.0,19.0,2026-02-12,Urgent (< 2 weeks)
Valley Express Travel Plaza,E - New / One-Time,Bobbi Marshall,1872.0,2304.0,-432.0,1,2304.0,2304.0,194,194.0,2025-09-15,2025-09-15,144,144,,395.71999999999997,41.00944444444444,1.3472222222222223,77.19587628865979,62.0,77.0,2025-11-16,OVERDUE
Grocery Outlet - Bakersfield,E - New / One-Time,Unassigned,1861.3999999999999,1861.3999999999999,0.0,1,1861.3999999999999,1861.3999999999999,157,157.0,2025-10-17,2025-10-17,112,112,,505.9019285714286,42.67035714285714,1.4017857142857142,74.19108280254778,59.0,74.0,2025-12-15,OVERDUE
Grocery Outlet - Los Banos,E - New / One-Time,Unassigned,1816.0,1816.0,0.0,1,1816.0,1816.0,153,153.0,2025-10-17,2025-10-17,112,112,,493.5628571428572,41.58321428571429,1.3660714285714286,76.13071895424837,61.0,76.0,2025-12-17,OVERDUE
Grocery Outlet - King City,E - New / One-Time,Unassigned,1804.6499999999996,2360.7999999999997,-556.15,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-07-26,2025-07-26,195,195,,281.7104923076923,31.06441025641026,1.0205128205128204,101.90954773869348,81.0,102.0,2025-10-15,OVERDUE
A3 New Horizons Pit Stop,E - New / One-Time,Bobbi Marshall,1755.0,2112.0,-357.0,1,2112.0,2112.0,178,178.0,2025-09-22,2025-09-22,137,137,,389.94306569343064,39.54978102189781,1.2992700729927007,80.04494382022472,64.0,80.0,2025-11-25,OVERDUE
Joeys Place,E - New / One-Time,JADEN BLACK,1728.0,2496.0,-768.0,1,2496.0,2496.0,210,210.0,2025-07-18,2025-07-18,203,203,,259.11487684729065,31.489655172413794,1.0344827586206897,100.53333333333333,80.0,101.0,2025-10-06,OVERDUE
Grocery Outlet - Idaho Falls,E - New / One-Time,Unassigned,1725.2,1725.2,0.0,1,1725.2,1725.2,145,145.0,2025-05-28,2025-05-28,254,254,,206.75231496062992,17.377165354330707,0.5708661417322834,182.1793103448276,145.0,182.0,2025-10-20,OVERDUE
Grocery Outlet - Seaside,E - New / One-Time,Unassigned,1725.2,1725.2,0.0,1,1725.2,1725.2,145,145.0,2025-06-20,2025-06-20,231,231,,227.33804329004332,19.10735930735931,0.6277056277056277,165.68275862068967,132.0,166.0,2025-10-30,OVERDUE
IPCC-Idaho Pest Control,E - New / One-Time,Christa VIE,1674.0,1674.0,0.0,1,1674.0,1674.0,141,141.0,2026-01-30,2026-01-30,7,7,,1674.0,141.0,4.7,22.127659574468083,18.0,22.0,2026-02-17,Urgent (< 2 weeks)
Aries Gas and Grocery,E - New / One-Time,Lamar Helm,1632.0,1632.0,0.0,1,1632.0,1632.0,137,137.0,2025-06-25,2025-06-25,226,226,,219.8145132743363,18.452566371681417,0.6061946902654868,171.5620437956204,137.0,172.0,2025-11-09,OVERDUE
ICT,E - New / One-Time,VIEGEAR,1584.0,1584.0,0.0,1,1584.0,1584.0,133,133.0,2025-11-14,2025-11-14,84,84,,574.0114285714286,48.196666666666665,1.5833333333333333,65.6842105263158,52.0,66.0,2026-01-05,OVERDUE
Galvanize,E - New / One-Time,VIEGEAR,1575.0,1575.0,0.0,1,1575.0,1575.0,133,133.0,2026-01-23,2026-01-23,14,14,,1575.0,133.0,4.433333333333334,23.45864661654135,19.0,23.0,2026-02-11,Urgent (< 2 weeks)
Zamzows-Franklin,E - New / One-Time,Unassigned,1537.5,2304.0,-766.5,1,2304.0,2304.0,194,194.0,2025-08-27,2025-08-27,163,163,,287.12576687116564,36.22920245398773,1.1901840490797546,87.38144329896907,70.0,87.0,2025-11-05,OVERDUE
Cedar Crest Chevron,E - New / One-Time,InHouse Orders,1536.0,2952.0,-1416.0,1,2952.0,2952.0,249,249.0,2025-12-22,2025-12-22,46,46,,1016.4313043478261,164.7730434782609,5.413043478260869,19.21285140562249,15.0,19.0,2026-01-06,OVERDUE
Rosco's,E - New / One-Time,JADEN BLACK,1536.0,1536.0,0.0,1,1536.0,1536.0,129,129.0,2025-08-25,2025-08-25,165,165,,283.36872727272726,23.798545454545454,0.7818181818181819,133.02325581395348,106.0,133.0,2025-12-09,OVERDUE
Grocery Outlet - Susanville,E - New / One-Time,Unassigned,1532.25,1816.0,-283.75,1,1816.0,1816.0,153,153.0,2025-09-29,2025-09-29,130,130,,358.78223076923075,35.82553846153846,1.176923076923077,88.36601307189542,71.0,88.0,2025-12-09,OVERDUE
Real-Tuff Livestock Equipment,E - New / One-Time,Merlin Gleed,1512.0,1512.0,0.0,1,1512.0,1512.0,127,127.0,2025-12-29,2025-12-29,39,39,,1180.1353846153845,99.1251282051282,3.2564102564102564,31.937007874015748,25.0,32.0,2026-01-23,OVERDUE
Grocery Outlet - Placentia,E - New / One-Time,Unassigned,1441.4499999999998,2360.7999999999997,-919.35,1,2360.7999999999997,2360.7999999999997,199,199.0,2025-06-13,2025-06-13,238,238,,184.36024369747898,25.451932773109245,0.8361344537815126,124.38190954773869,99.0,124.0,2025-09-20,OVERDUE
Big Horn BBQ,E - New / One-Time,Maren Sowerby,1440.0,1440.0,0.0,1,1440.0,1440.0,121,121.0,2025-04-16,2025-04-16,296,296,,148.08648648648648,12.443378378378378,0.40878378378378377,254.4132231404959,203.0,254.0,2025-11-05,OVERDUE
Enerbase Travel Plaza,E - New / One-Time,Merlin Gleed,1440.0,1440.0,0.0,1,1440.0,1440.0,121,121.0,2025-05-05,2025-05-05,277,277,,158.24404332129964,13.296895306859208,0.4368231046931408,238.0826446280992,190.0,238.0,2025-11-11,OVERDUE
Mineral Lake Market,E - New / One-Time,Eric Arnold,1440.0,1440.0,0.0,1,1440.0,1440.0,121,121.0,2026-02-03,2026-02-03,3,3,,1440.0,121.0,4.033333333333333,25.785123966942148,21.0,26.0,2026-02-24,Soon (2-4 weeks)
Valley Wide Coop,E - New / One-Time,VIEGEAR,1400.0,1400.0,0.0,1,1400.0,1400.0,118,118.0,2025-11-14,2025-11-14,84,84,,507.3333333333333,42.76095238095238,1.4047619047619047,74.03389830508475,59.0,74.0,2026-01-12,OVERDUE
Anderson Hardware & Supply,E - New / One-Time,Bobbi Marshall,1363.5,1920.0,-556.5,1,1920.0,1920.0,162,162.0,2025-07-09,2025-07-09,212,212,,195.77801886792454,23.260754716981133,0.7641509433962265,136.09876543209876,109.0,136.0,2025-10-26,OVERDUE
Ace Hardware - Montebello #19185,E - New / One-Time,Devin Friebe,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-12-05,2025-12-05,63,63,,649.3866666666667,54.598730158730156,1.7936507936507937,57.98230088495575,46.0,58.0,2026-01-20,OVERDUE
Ace Hardware-Mesquite,E - New / One-Time,Jason Black,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-06-03,2025-06-03,248,248,,164.96516129032258,13.869838709677419,0.45564516129032256,228.24778761061947,182.0,228.0,2025-12-02,OVERDUE
Coastal Pantry #4,E - New / One-Time,InHouse Orders,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2026-01-12,2026-01-12,25,25,,1344.0,113.0,3.7666666666666666,27.61061946902655,22.0,28.0,2026-02-03,OVERDUE
Depoe Bay Charters,E - New / One-Time,Christa VIE,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2026-01-28,2026-01-28,9,9,,1344.0,113.0,3.7666666666666666,27.61061946902655,22.0,28.0,2026-02-19,Urgent (< 2 weeks)
Exxon-Canton NC,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-08-05,2025-08-05,185,185,,221.1424864864865,18.59308108108108,0.6108108108108108,170.26548672566372,136.0,170.0,2025-12-19,OVERDUE
Exxon-Franklin NC,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-08-05,2025-08-05,185,185,,221.1424864864865,18.59308108108108,0.6108108108108108,170.26548672566372,136.0,170.0,2025-12-19,OVERDUE
Fairway Foods - Idyllwild,E - New / One-Time,Devin Friebe,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-07-07,2025-07-07,214,214,,191.17457943925234,16.073457943925234,0.5280373831775701,196.95575221238937,157.0,197.0,2025-12-11,OVERDUE
Fast Stop #1118,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-11-06,2025-11-06,92,92,,444.6886956521739,37.388260869565215,1.2282608695652173,84.67256637168143,68.0,85.0,2026-01-13,OVERDUE
Fast Stop #1119,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-11-06,2025-11-06,92,92,,444.6886956521739,37.388260869565215,1.2282608695652173,84.67256637168143,68.0,85.0,2026-01-13,OVERDUE
Griffin General Merchandise,E - New / One-Time,Jason Black,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-05-23,2025-05-23,259,259,,157.95891891891893,13.280772200772201,0.4362934362934363,238.3716814159292,190.0,238.0,2025-11-29,OVERDUE
H & L Produce,E - New / One-Time,Natalie  Brydson,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-05-21,2025-05-21,261,261,,156.74850574712644,13.179003831417626,0.4329501915708812,240.212389380531,192.0,240.0,2025-11-29,OVERDUE
Happy Smoke,E - New / One-Time,JADEN BLACK,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-08-13,2025-08-13,177,177,,231.13762711864408,19.433446327683615,0.6384180790960452,162.90265486725664,130.0,163.0,2025-12-21,OVERDUE
I80 Smokeshop,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2026-02-06,2026-02-06,0,0,,1344.0,113.0,3.7666666666666666,27.61061946902655,22.0,28.0,2026-02-28,Soon (2-4 weeks)
Naples General Store,E - New / One-Time,Ann Wheelock,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-06-09,2025-06-09,242,242,,169.05520661157027,14.213719008264464,0.4669421487603306,222.72566371681415,178.0,223.0,2025-12-04,OVERDUE
Nixon Store,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2026-02-06,2026-02-06,0,0,,1344.0,113.0,3.7666666666666666,27.61061946902655,22.0,28.0,2026-02-28,Soon (2-4 weeks)
Oliver Lemons - Terrebonne,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-04-29,2025-04-29,283,283,,144.56310954063605,12.154487632508834,0.3992932862190813,260.46017699115043,208.0,260.0,2025-11-23,OVERDUE
Parkland On The Run #80127,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-05-05,2025-05-05,277,277,,147.694440433213,12.417761732851986,0.40794223826714804,254.93805309734512,203.0,255.0,2025-11-24,OVERDUE
Poplar Grove,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-06-13,2025-06-13,238,238,,171.8964705882353,14.452605042016808,0.47478991596638653,219.04424778761063,175.0,219.0,2025-12-05,OVERDUE
Quality Market,E - New / One-Time,Jason Black,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-05-23,2025-05-23,259,259,,157.95891891891893,13.280772200772201,0.4362934362934363,238.3716814159292,190.0,238.0,2025-11-29,OVERDUE
Quick Pantry 100,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-08-25,2025-08-25,165,165,,247.94763636363638,20.84678787878788,0.6848484848484848,151.858407079646,121.0,152.0,2025-12-24,OVERDUE
Quick Pantry 102,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-08-05,2025-08-05,185,185,,221.1424864864865,18.59308108108108,0.6108108108108108,170.26548672566372,136.0,170.0,2025-12-19,OVERDUE
Raceway 7016,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-04-28,2025-04-28,284,284,,144.05408450704226,12.11169014084507,0.397887323943662,261.3805309734513,209.0,261.0,2025-11-23,OVERDUE
Red Apple Marketplace,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-06-27,2025-06-27,224,224,,182.64000000000001,15.355892857142859,0.5044642857142857,206.15929203539824,165.0,206.0,2025-12-09,OVERDUE
Red Dot,E - New / One-Time,JADEN BLACK,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-08-04,2025-08-04,186,186,,219.9535483870968,18.49311827956989,0.6075268817204301,171.1858407079646,137.0,171.0,2025-12-19,OVERDUE
Ron's Seed Supply,E - New / One-Time,Andy Coon,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2026-02-06,2026-02-06,0,0,,1344.0,113.0,3.7666666666666666,27.61061946902655,22.0,28.0,2026-02-28,Soon (2-4 weeks)
Silver Peak Supply,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-05-16,2025-05-16,266,266,,153.8021052631579,12.931278195488721,0.424812030075188,244.81415929203538,195.0,245.0,2025-11-27,OVERDUE
Southgate Market,E - New / One-Time,Unassigned,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-06-10,2025-06-10,241,241,,169.75668049792532,14.272697095435685,0.46887966804979253,221.8053097345133,177.0,222.0,2025-12-04,OVERDUE
Valley Center Oil Corporation,E - New / One-Time,Devin Friebe,1344.0,1344.0,0.0,1,1344.0,1344.0,113,113.0,2025-06-10,2025-06-10,241,241,,169.75668049792532,14.272697095435685,0.46887966804979253,221.8053097345133,177.0,222.0,2025-12-04,OVERDUE
Zamzows-Nampa,E - New / One-Time,Unassigned,1317.0,2304.0,-987.0,1,2304.0,2304.0,194,194.0,2025-08-06,2025-08-06,184,184,,217.87760869565219,32.09434782608696,1.0543478260869565,98.63917525773196,79.0,99.0,2025-10-24,OVERDUE
Grocery Outlet - Silverdale,E - New / One-Time,Unassigned,1316.6,1452.8,-136.2,1,1452.8,1452.8,122,122.0,2025-10-02,2025-10-02,127,127,,315.5693228346456,29.241574803149604,0.9606299212598425,108.26229508196722,86.0,108.0,2025-12-27,OVERDUE
River Mart,E - New / One-Time,Unassigned,1296.0,1296.0,0.0,1,1296.0,1296.0,109,109.0,2025-10-15,2025-10-15,114,114,,346.0547368421053,29.104912280701758,0.956140350877193,108.77064220183486,87.0,109.0,2026-01-10,OVERDUE
Valley Wide Coop. Sunny Side,E - New / One-Time,Unassigned,1296.0,1296.0,0.0,1,1296.0,1296.0,109,109.0,2025-11-24,2025-11-24,74,74,,533.1113513513513,44.8372972972973,1.472972972972973,70.60550458715596,56.0,71.0,2026-01-19,OVERDUE
Farm & Home Supply WW#375,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-11-05,2025-11-05,93,93,,416.07879569892475,35.02236559139785,1.1505376344086022,90.39252336448597,72.0,90.0,2026-01-16,OVERDUE
Grocery Outlet - Auburn CA,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-06-13,2025-06-13,238,238,,162.5854117647059,13.685210084033613,0.4495798319327731,231.3271028037383,185.0,231.0,2025-12-15,OVERDUE
Grocery Outlet - Bermuda Dunes,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-06-20,2025-06-20,231,231,,167.51224242424243,14.09991341991342,0.46320346320346323,224.5233644859813,179.0,225.0,2025-12-16,OVERDUE
Grocery Outlet - Casa De Oro,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-05-23,2025-05-23,259,259,,149.40281081081082,12.575598455598456,0.41312741312741313,251.73831775700936,201.0,252.0,2025-12-10,OVERDUE
Grocery Outlet - Hemet,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2025-05-14,2025-05-14,268,268,,144.38555223880599,12.153283582089552,0.39925373134328357,260.4859813084112,208.0,260.0,2025-12-08,OVERDUE
Grocery Outlet - La Mirada,E - New / One-Time,Unassigned,1271.2,1271.2,0.0,1,1271.2,1271.2,107,107.0,2026-01-22,2026-01-22,15,15,,1271.2,107.0,3.566666666666667,29.158878504672895,23.0,29.0,2026-02-14,Urgent (< 2 weeks)
