Customer,Segment,Primary_Rep,Net_Revenue,Total_Invoice_Revenue,Total_Credits,Num_Orders,Avg_Order_Value,Median_Order_Value,Total_Hats_Ordered,Avg_Hats_Per_Order,First_Order_Date,Last_Order_Date,Days_Since_Last_Order,Account_Age_Days,Avg_Days_Between_Orders,Monthly_Revenue,Monthly_Hats,Daily_Hat_Velocity,Days_To_50pct,Recommended_Visit_Days,Hard_Deadline_Days,Next_Visit_Date,Urgency
Grocery Outlet - McMinnville,B - Steady Performers,Unassigned,4426.499999999999,4517.299999999999,-90.8,3,1505.7666666666664,1702.5,380,126.66666666666667,2025-05-13,2025-12-19,49,269,110.0,500.90208178438655,43.000743494423794,1.1515151515151516,90.3157894736842,72.0,90.0,2026-03-01,Soon (2-4 weeks)
Town Pump - Thompson Falls #1 - 1377,B - Steady Performers,Unassigned,4381.5,4392.0,-10.5,4,1098.0,846.0,370,92.5,2025-04-23,2025-12-01,67,289,74.0,461.49778546712804,38.971626297577856,1.25,83.2,66.0,83.0,2026-02-05,OVERDUE
Dakota Mart Gas - Custer,B - Steady Performers,Unassigned,4380.0,4380.0,0.0,3,1460.0,1728.0,370,123.33333333333333,2025-07-18,2025-12-03,65,203,69.0,656.784236453202,55.481773399014784,1.78743961352657,58.18378378378379,46.0,58.0,2026-01-18,OVERDUE
Grocery Outlet - E Wenatchee,B - Steady Performers,Unassigned,4358.4,4449.2,-90.8,4,1112.3,998.8,375,93.75,2025-10-17,2026-01-12,25,112,29.0,1184.550857142857,101.91964285714286,3.2327586206896552,32.17066666666667,26.0,32.0,2026-02-07,Urgent (< 2 weeks)
Town Pump - Livingston #3 - 0610-1303,B - Steady Performers,Unassigned,4356.0,4356.0,0.0,4,1089.0,1068.0,367,91.75,2025-04-18,2025-11-25,73,294,73.66666666666667,451.00897959183675,37.998231292517005,1.245475113122172,83.5022706630336,67.0,84.0,2026-01-31,OVERDUE
Good 2 Go #713,B - Steady Performers,Unassigned,4320.0,4320.0,0.0,4,1080.0,1152.0,363,90.75,2025-05-23,2025-11-24,74,259,61.666666666666664,507.72509652509655,42.66301158301159,1.4716216216216216,70.67033976124885,56.0,71.0,2026-01-19,OVERDUE
Florist Farms,B - Steady Performers,Christa VIE,4315.0,4315.0,0.0,2,2157.5,2157.5,363,181.5,2025-12-26,2026-02-03,3,42,39.0,3127.347619047619,263.0885714285714,4.653846153846154,22.347107438016526,18.0,22.0,2026-02-21,Soon (2-4 weeks)
Rocky Mountain Supply Townsend,B - Steady Performers,Unassigned,4284.0,4284.0,0.0,3,1428.0,1728.0,362,120.66666666666667,2025-05-09,2025-12-03,65,273,104.0,477.67384615384617,40.36366300366301,1.1602564102564104,89.63535911602209,72.0,90.0,2026-02-13,Urgent (< 2 weeks)
Grocery Outlet - Enumclaw WA,B - Steady Performers,Unassigned,4267.6,4267.6,0.0,2,2133.8,2133.8,359,179.5,2025-10-24,2025-10-29,100,105,5.0,1237.197561904762,104.07580952380953,35.9,2.8969359331476325,2.0,3.0,2025-10-31,OVERDUE
Grocery Outlet - Lynden,B - Steady Performers,Unassigned,4267.599999999999,4267.599999999999,0.0,2,2133.7999999999997,2133.7999999999997,360,180.0,2025-10-06,2025-10-29,100,123,23.0,1056.1442601626015,89.09268292682927,7.826086956521739,13.288888888888888,11.0,13.0,2025-11-09,OVERDUE
Eagle Feather Trading Post #1,B - Steady Performers,Unassigned,4224.0,4224.0,0.0,3,1408.0,1152.0,356,118.66666666666667,2025-08-28,2026-02-04,2,162,80.0,793.6948148148148,66.89283950617283,1.4833333333333334,70.11235955056179,56.0,70.0,2026-04-01,Upcoming (1-2 months)
Hat Six Travel,B - Steady Performers,Merlin Gleed,4224.0,4320.0,-96.0,4,1080.0,1056.0,364,91.0,2025-06-24,2026-01-08,29,227,66.0,566.4253744493392,48.81127753303965,1.378787878787879,75.42857142857142,60.0,75.0,2026-03-09,Upcoming (1-2 months)
Grocery Outlet - Hazeldell,B - Steady Performers,Unassigned,4222.2,4222.2,0.0,4,1055.55,692.3499999999999,355,88.75,2025-05-06,2025-12-04,64,276,70.66666666666667,465.6658260869565,39.152898550724636,1.2558962264150944,82.8093896713615,66.0,83.0,2026-02-08,Urgent (< 2 weeks)
Grocery Outlet - Rialto,B - Steady Performers,Unassigned,4176.799999999999,4176.799999999999,0.0,3,1392.2666666666664,1089.6,352,117.33333333333333,2025-04-25,2025-09-15,144,287,71.5,443.0027595818815,37.334076655052264,1.641025641025641,63.375,51.0,63.0,2025-11-05,OVERDUE
Grocery Outlet - West Yakima,B - Steady Performers,Unassigned,4176.799999999999,4381.099999999999,-204.3,4,1095.2749999999999,1044.1999999999998,369,92.25,2025-07-11,2026-01-12,25,210,61.666666666666664,605.4371047619047,53.48742857142857,1.495945945945946,69.52122854561878,55.0,70.0,2026-03-08,Soon (2-4 weeks)
Caldwell Grocery Outlet,B - Steady Performers,Unassigned,4142.75,5493.4,-1350.6499999999999,5,1098.6799999999998,681.0,463,92.6,2025-05-02,2026-01-08,29,280,62.75,450.3761071428571,50.334714285714284,1.4756972111553783,70.47516198704105,56.0,70.0,2026-03-05,Soon (2-4 weeks)
Royals Foodtown,B - Steady Performers,Jason Black,4140.0,4380.0,-240.0,3,1460.0,1056.0,369,123.0,2025-05-23,2025-12-05,63,259,98.0,486.56988416988423,43.368185328185334,1.2551020408163265,82.86178861788618,66.0,83.0,2026-02-09,Urgent (< 2 weeks)
Valley Wide Country Store Shoshone,B - Steady Performers,Unassigned,4068.0,4092.0,-24.0,3,1364.0,1440.0,345,115.0,2025-06-20,2025-12-05,63,231,84.0,536.0602597402598,45.46233766233767,1.369047619047619,75.96521739130435,61.0,76.0,2026-02-04,OVERDUE
East End Cenex,B - Steady Performers,Lamar Helm,4056.0,4056.0,0.0,4,1014.0,1134.0,341,85.25,2025-06-13,2025-12-03,65,238,57.666666666666664,518.7589915966387,43.61361344537816,1.4783236994219653,70.34995112414468,56.0,70.0,2026-01-28,OVERDUE
Idaho Falls Sinclair Operating LLC,B - Steady Performers,Unassigned,4056.0,4152.0,-96.0,3,1384.0,828.0,350,116.66666666666667,2025-08-26,2025-12-05,63,164,50.5,752.8331707317074,64.96341463414635,2.31023102310231,45.01714285714286,36.0,45.0,2026-01-10,OVERDUE
Lakeside Market - Oroville,B - Steady Performers,Paula Hemmen,4032.0,4032.0,0.0,2,2016.0,2016.0,339,169.5,2025-05-21,2025-08-20,170,261,91.0,470.24551724137933,39.53701149425287,1.8626373626373627,55.83480825958702,45.0,56.0,2025-10-04,OVERDUE
Town Pump - Florence #1 - 0115-1195,B - Steady Performers,Unassigned,4032.0,4200.0,-168.0,4,1050.0,924.0,354,88.5,2025-07-21,2026-01-26,11,200,63.0,613.6704,53.878800000000005,1.4047619047619047,74.03389830508475,59.0,74.0,2026-03-26,Upcoming (1-2 months)
Duchesne Real Estate Dev.,B - Steady Performers,Andy Coon,4008.0,4308.0,-300.0,4,1077.0,1098.0,363,90.75,2025-05-20,2025-12-16,52,262,70.0,465.66229007633586,42.174503816793894,1.2964285714285715,80.22038567493112,64.0,80.0,2026-02-18,Urgent (< 2 weeks)
Town Pump - Sidney #3 - 8310-1369,B - Steady Performers,Unassigned,4008.0,4524.0,-516.0,3,1508.0,1440.0,381,127.0,2025-05-22,2025-11-10,88,260,86.0,469.2443076923077,44.60630769230769,1.4767441860465116,70.4251968503937,56.0,70.0,2026-01-05,OVERDUE
Fast Stop #1134,B - Steady Performers,Unassigned,3996.0,4500.0,-504.0,4,1125.0,1014.0,380,95.0,2025-04-08,2026-01-06,31,304,91.0,400.1257894736842,38.05,1.043956043956044,99.62105263157895,80.0,100.0,2026-03-27,Upcoming (1-2 months)
Grocery Outlet - Crescent City,B - Steady Performers,Unassigned,3949.7999999999993,3949.7999999999993,0.0,3,1316.5999999999997,1180.3999999999999,332,110.66666666666667,2025-06-17,2025-12-23,45,234,94.5,513.8115897435897,43.18837606837607,1.1710758377425046,88.80722891566263,71.0,89.0,2026-03-04,Soon (2-4 weeks)
Super 1 Foods,B - Steady Performers,Lamar Helm,3936.0,3936.0,0.0,3,1312.0,1344.0,331,110.33333333333333,2025-04-24,2025-09-10,149,288,69.5,416.0133333333333,34.98486111111111,1.5875299760191846,65.51057401812689,52.0,66.0,2025-11-01,OVERDUE
Grocery Outlet - Madras,B - Steady Performers,Unassigned,3927.1,3927.1,0.0,3,1309.0333333333333,1089.6,331,110.33333333333333,2025-06-10,2025-12-15,53,241,94.0,496.0204315352697,41.807634854771784,1.173758865248227,88.60422960725076,71.0,89.0,2026-02-24,Soon (2-4 weeks)
Exxon Ashton,B - Steady Performers,Lamar Helm,3912.0,4128.0,-216.0,3,1376.0,1440.0,347,115.66666666666667,2025-06-06,2026-01-07,30,245,107.5,486.0460408163266,43.11297959183674,1.075968992248062,96.657060518732,77.0,97.0,2026-03-25,Upcoming (1-2 months)
Grocery Outlet - North Tacoma,B - Steady Performers,Unassigned,3858.9999999999995,3858.9999999999995,0.0,3,1286.3333333333333,1225.8,325,108.33333333333333,2025-05-06,2025-10-01,128,276,74.0,425.6085507246376,35.844202898550726,1.4639639639639639,71.04,57.0,71.0,2025-11-27,OVERDUE
Grocery Outlet - West Redding,B - Steady Performers,Unassigned,3824.95,3824.95,0.0,3,1274.9833333333333,1645.75,322,107.33333333333333,2025-06-02,2025-12-22,46,249,101.5,467.59629718875505,39.364176706827315,1.0574712643678161,98.34782608695652,78.0,98.0,2026-03-10,Upcoming (1-2 months)
Lynns Dakota Mart - Hot Springs,B - Steady Performers,Unassigned,3816.0,4128.0,-312.0,3,1376.0,1344.0,348,116.0,2025-07-18,2025-10-24,105,203,49.0,572.2120197044335,52.182857142857145,2.36734693877551,43.93103448275862,35.0,44.0,2025-11-28,OVERDUE
Grocery Outlet - LaQuinta,B - Steady Performers,Unassigned,3813.6,3813.6,0.0,3,1271.2,908.0,321,107.0,2025-06-24,2025-07-07,214,227,6.5,511.392,43.04511013215859,16.46153846153846,6.317757009345795,5.0,6.0,2025-07-12,OVERDUE
Town Pump - Missoula #9 - 4130-1334,B - Steady Performers,Unassigned,3764.0,4652.0,-888.0,4,1163.0,1224.0,391,97.75,2025-04-16,2025-11-19,79,296,72.33333333333333,387.0816216216216,40.20959459459459,1.3513824884792627,76.95822676896846,61.0,77.0,2026-01-19,OVERDUE
Town Pump - Columbus #1 - 5100-1151,B - Steady Performers,Unassigned,3726.0,3852.0,-126.0,3,1284.0,1632.0,324,108.0,2025-04-24,2025-11-10,88,288,100.0,393.8175,34.245,1.08,96.29629629629629,77.0,96.0,2026-01-26,OVERDUE
Grocery Outlet - Lancaster,B - Steady Performers,Unassigned,3722.7999999999997,3722.7999999999997,0.0,3,1240.9333333333332,817.1999999999999,314,104.66666666666667,2025-09-23,2025-12-23,45,136,45.5,833.2502352941176,70.28058823529412,2.3003663003663006,45.210191082802545,36.0,45.0,2026-01-28,OVERDUE
Grocery Outlet - Petaluma,B - Steady Performers,Unassigned,3722.7999999999997,3722.7999999999997,0.0,2,1861.3999999999999,1861.3999999999999,314,157.0,2025-09-23,2026-01-05,32,136,104.0,833.2502352941176,70.28058823529412,1.5096153846153846,68.89171974522293,55.0,69.0,2026-03-01,Soon (2-4 weeks)
Grocery Outlet - Lake Stevens,B - Steady Performers,Unassigned,3654.7,3654.7,0.0,2,1827.35,1827.35,308,154.0,2025-09-30,2025-10-29,100,129,29.0,862.3958759689922,72.6784496124031,5.310344827586207,19.584415584415584,16.0,20.0,2025-11-14,OVERDUE
Zamzows-Federal Way,B - Steady Performers,Unassigned,3636.0,4692.0,-1056.0,4,1173.0,942.0,395,98.75,2025-06-13,2026-01-02,35,238,67.66666666666667,465.0413445378152,50.52016806722689,1.4593596059113298,71.26413502109706,57.0,71.0,2026-02-28,Soon (2-4 weeks)
Grocery Outlet - Jackson,B - Steady Performers,Unassigned,3632.0,3632.0,0.0,2,1816.0,1816.0,306,153.0,2025-06-13,2025-09-29,130,238,108.0,464.5297478991597,39.13714285714286,1.4166666666666667,73.41176470588235,59.0,73.0,2025-11-27,OVERDUE
Grocery Outlet - La Habra,B - Steady Performers,Unassigned,3631.9999999999995,3631.9999999999995,0.0,3,1210.6666666666665,998.8,306,102.0,2025-06-13,2025-12-22,46,238,96.0,464.52974789915964,39.13714285714286,1.0625,97.88235294117646,78.0,98.0,2026-03-10,Upcoming (1-2 months)
RALLYSTOP 5 - CEDAR SHELL,B - Steady Performers,Unassigned,3552.0,3552.0,0.0,3,1184.0,1152.0,299,99.66666666666667,2025-05-19,2025-11-10,88,263,87.5,411.1136121673004,34.60669201520913,1.139047619047619,91.30434782608695,73.0,91.0,2026-01-22,OVERDUE
Grocery Outlet - Newberg,B - Steady Performers,Unassigned,3495.7999999999997,3495.7999999999997,0.0,3,1165.2666666666667,998.8,294,98.0,2025-08-20,2025-12-19,49,170,60.5,625.9538352941177,52.64329411764706,1.6198347107438016,64.20408163265306,51.0,64.0,2026-02-08,Urgent (< 2 weeks)
Jays 1 Stop,B - Steady Performers,Lamar Helm,3480.0,3480.0,0.0,2,1740.0,1740.0,293,146.5,2025-04-09,2025-07-21,200,303,103.0,349.60792079207926,29.435379537953796,1.4223300970873787,73.11945392491468,58.0,73.0,2025-09-17,OVERDUE
Good 2 Go #314,B - Steady Performers,Unassigned,3432.0,3624.0,-192.0,3,1208.0,1344.0,305,101.66666666666667,2025-07-02,2025-11-24,74,219,72.5,477.0323287671233,42.39360730593607,1.4022988505747127,74.1639344262295,59.0,74.0,2026-01-22,OVERDUE
Mesa Bloom Market,B - Steady Performers,Andy Coon,3408.0,3408.0,0.0,3,1136.0,912.0,287,95.66666666666667,2025-05-06,2025-10-08,121,276,77.5,375.86782608695654,31.6531884057971,1.2344086021505376,84.25087108013938,67.0,84.0,2025-12-14,OVERDUE
Town Pump - Woodside #1 - 0920-1409,B - Steady Performers,Unassigned,3396.0,3852.0,-456.0,2,1926.0,1926.0,324,162.0,2025-07-21,2025-11-10,88,200,112.0,516.8712,49.3128,1.4464285714285714,71.90123456790124,57.0,72.0,2026-01-06,OVERDUE
KJ's #80216,B - Steady Performers,Unassigned,3387.0,3744.0,-357.0,3,1248.0,1728.0,316,105.33333333333333,2025-06-02,2025-12-03,65,249,92.0,414.0573493975904,38.630682730923695,1.144927536231884,90.83544303797468,72.0,91.0,2026-02-13,Urgent (< 2 weeks)
Boardman Main St Mini Mart,B - Steady Performers,Unassigned,3384.0,3384.0,0.0,2,1692.0,1692.0,285,142.5,2025-07-02,2025-10-16,113,219,106.0,470.3605479452055,39.61369863013699,1.3443396226415094,77.36140350877193,62.0,77.0,2025-12-17,OVERDUE
Bonsall Major Marketplace,B - Steady Performers,Unassigned,3360.0,3648.0,-288.0,3,1216.0,1344.0,307,102.33333333333333,2025-06-03,2025-12-23,45,248,101.5,412.4129032258064,37.681774193548385,1.0082101806239736,103.15309446254074,82.0,103.0,2026-03-15,Upcoming (1-2 months)
Grocery Outlet - Pleasanton,B - Steady Performers,Unassigned,3359.6,3359.6,0.0,2,1679.8,1679.8,283,141.5,2025-07-07,2025-07-07,214,214,0.0,477.87955140186915,40.25476635514019,,,,,,
Grocery Outlet - Redondo Beach,B - Steady Performers,Unassigned,3359.6,3359.6,0.0,3,1119.8666666666666,1271.2,283,94.33333333333333,2025-07-25,2025-12-23,45,196,75.5,521.7664489795918,43.951632653061225,1.249448123620309,83.23674911660778,66.0,83.0,2026-02-27,Soon (2-4 weeks)
Grocery Outlet - Sonora,B - Steady Performers,Unassigned,3359.6,3359.6,0.0,3,1119.8666666666666,1089.6,283,94.33333333333333,2025-06-18,2025-10-17,112,233,60.5,438.9108326180258,36.97218884120172,1.559228650137741,66.69964664310955,53.0,67.0,2025-12-09,OVERDUE
Grocery Outlet - Yakima,B - Steady Performers,Unassigned,3359.5999999999995,3359.5999999999995,0.0,2,1679.7999999999997,1679.7999999999997,283,141.5,2025-10-10,2025-11-24,74,119,45.0,859.3800336134453,72.3909243697479,3.1444444444444444,33.07420494699647,26.0,33.0,2025-12-20,OVERDUE
Cedar Band Travel Plaza,B - Steady Performers,Jason Black,3348.0,3552.0,-204.0,2,1776.0,1776.0,299,149.5,2025-08-20,2025-11-19,79,170,91.0,599.4889411764706,53.53858823529412,1.6428571428571428,63.30434782608696,51.0,63.0,2026-01-09,OVERDUE
Karl Malone Power Sports,B - Steady Performers,Adam Scott,3334.0,3334.0,0.0,2,1667.0,1667.0,281,140.5,2025-11-05,2025-12-15,53,93,40.0,1091.2576344086021,91.97462365591399,3.5125,29.6085409252669,24.0,30.0,2026-01-08,OVERDUE
Stewarts Ace Hardware -Herriman #346,B - Steady Performers,Unassigned,3334.0,3334.0,0.0,3,1111.3333333333333,454.0,280,93.33333333333333,2025-06-23,2025-10-06,123,228,52.5,445.1182456140351,37.38245614035088,1.7777777777777777,58.5,47.0,58.0,2025-11-22,OVERDUE
Shoshone Shell,B - Steady Performers,Unassigned,3324.0,3324.0,0.0,2,1662.0,1662.0,280,140.0,2025-12-09,2025-12-15,53,59,6.0,1714.9586440677967,144.46101694915257,23.333333333333332,4.457142857142857,4.0,4.0,2025-12-19,OVERDUE
Shoshone Valley Wide Farm Store,B - Steady Performers,Unassigned,3324.0,3324.0,0.0,2,1662.0,1662.0,280,140.0,2025-12-09,2025-12-15,53,59,6.0,1714.9586440677967,144.46101694915257,23.333333333333332,4.457142857142857,4.0,4.0,2025-12-19,OVERDUE
Town Pump - Billings #12 - 8002-1056,B - Steady Performers,Unassigned,3324.0,3324.0,0.0,3,1108.0,828.0,281,93.66666666666667,2025-08-08,2025-12-03,65,182,58.5,555.9481318681319,46.99802197802198,1.6011396011396013,64.95373665480426,52.0,65.0,2026-01-24,OVERDUE
Town Pump Helena #5,B - Steady Performers,Unassigned,3324.0,3324.0,0.0,2,1662.0,1662.0,280,140.0,2026-01-19,2026-01-19,18,18,0.0,3324.0,280.0,,,,,,
Traders,B - Steady Performers,Unassigned,3324.0,3324.0,0.0,2,1662.0,1662.0,280,140.0,2025-12-15,2025-12-29,39,53,14.0,1909.1049056603774,160.81509433962265,10.0,10.4,8.0,10.0,2026-01-06,OVERDUE
Town Pump Butte #8,B - Steady Performers,Unassigned,3180.0,3180.0,0.0,3,1060.0,876.0,269,89.66666666666667,2025-07-18,2025-12-03,65,203,69.0,476.8433497536946,40.33674876847291,1.2995169082125604,80.02973977695167,64.0,80.0,2026-02-05,OVERDUE
My Market At Telluride,B - Steady Performers,Unassigned,3144.0,3144.0,0.0,2,1572.0,1572.0,265,132.5,2025-04-28,2025-08-08,182,284,102.0,336.983661971831,28.403521126760563,1.2990196078431373,80.06037735849057,64.0,80.0,2025-10-11,OVERDUE
Parkland On The Run #80159,B - Steady Performers,Unassigned,3037.5,3552.0,-514.5,3,1184.0,1152.0,299,99.66666666666667,2025-05-05,2025-11-11,87,277,95.0,333.79602888086646,32.85761732851986,1.049122807017544,99.13043478260869,79.0,99.0,2026-01-29,OVERDUE
Valley Country Store Rupert,B - Steady Performers,Unassigned,3009.0,3324.0,-315.0,2,1662.0,1662.0,280,140.0,2025-09-16,2025-12-10,58,143,85.0,640.5172027972028,59.602797202797206,1.6470588235294117,63.142857142857146,50.0,63.0,2026-01-29,OVERDUE
Brush Creek Gas Grocery and Farm,B - Steady Performers,Unassigned,2976.0,3360.0,-384.0,2,1680.0,1680.0,283,141.5,2025-05-21,2025-07-23,198,261,63.0,347.08597701149426,33.005823754789276,2.246031746031746,46.303886925795055,37.0,46.0,2025-08-29,OVERDUE
Xpress Mart,B - Steady Performers,Eric Arnold,2964.0,2964.0,0.0,3,988.0,1008.0,250,83.33333333333333,2025-10-10,2026-01-28,9,119,55.0,758.186218487395,63.94957983193278,1.5151515151515151,68.64,55.0,69.0,2026-03-24,Upcoming (1-2 months)
"Grocery Outlet - Richland, WA",B - Steady Performers,Unassigned,2951.0,2951.0,0.0,2,1475.5,1475.5,249,124.5,2025-07-11,2025-10-03,126,210,84.0,427.7544761904762,36.09314285714286,1.4821428571428572,70.16867469879517,56.0,70.0,2025-11-28,OVERDUE
Grocery Outlet - Riverside,B - Steady Performers,Unassigned,2814.8,2814.8,0.0,2,1407.4,1407.4,237,118.5,2025-06-03,2025-09-15,144,248,104.0,345.494,29.08983870967742,1.1394230769230769,91.27426160337554,73.0,91.0,2025-11-27,OVERDUE
Top Cat Market Exxon,B - Steady Performers,JADEN BLACK,2784.0,2784.0,0.0,2,1392.0,1392.0,234,117.0,2025-08-25,2025-08-25,165,165,0.0,513.6058181818182,43.16945454545455,,,,,,
Venture Fuel Dino Mart,B - Steady Performers,Andy Coon,2748.0,2748.0,0.0,2,1374.0,1374.0,232,116.0,2025-11-11,2025-12-15,53,87,34.0,961.4841379310345,81.17333333333333,3.411764705882353,30.482758620689655,24.0,30.0,2026-01-08,OVERDUE
Grocery Outlet - Pendleton,B - Steady Performers,Unassigned,2746.7000000000003,2814.8,-68.1,2,1407.4,1407.4,237,118.5,2025-05-23,2025-09-10,149,259,110.0,322.8167876447877,27.854362934362936,1.0772727272727274,96.54008438818565,77.0,97.0,2025-11-26,OVERDUE
Grocery Outlet - South Pasadena,B - Steady Performers,Unassigned,2724.0,2724.0,0.0,2,1362.0,1362.0,229,114.5,2025-06-27,2025-10-01,128,224,96.0,370.1721428571429,31.119464285714287,1.1927083333333333,87.19650655021834,70.0,87.0,2025-12-10,OVERDUE
Town Pump Belgrade #1,B - Steady Performers,Unassigned,2700.0,2700.0,0.0,2,1350.0,1350.0,227,113.5,2025-07-30,2025-11-10,88,191,103.0,430.303664921466,36.177382198952884,1.1019417475728155,94.37885462555066,75.0,94.0,2026-01-24,OVERDUE
Fast Stop #1133,B - Steady Performers,Unassigned,2592.0,2592.0,0.0,2,1296.0,1296.0,219,109.5,2025-06-09,2025-09-09,150,242,92.0,326.03504132231404,27.546942148760333,1.190217391304348,87.37899543378995,70.0,87.0,2025-11-18,OVERDUE
The Cabin/Back Country Safaris,B - Steady Performers,Unassigned,2569.5,2880.0,-310.5,2,1440.0,1440.0,243,121.5,2025-06-03,2025-08-15,175,248,73.0,315.38540322580644,29.826290322580643,1.6643835616438356,62.48559670781893,50.0,62.0,2025-10-04,OVERDUE
Fuel Mart - North Charleston,B - Steady Performers,JADEN BLACK,2509.5,2509.5,0.0,2,1254.75,1254.75,211,105.5,2025-05-02,2025-07-02,219,280,61.0,272.8185,22.938714285714287,1.7295081967213115,60.132701421800945,48.0,60.0,2025-08-19,OVERDUE
Eagle Feather Trading Post #2,B - Steady Performers,Unassigned,2496.0,2496.0,0.0,2,1248.0,1248.0,210,105.0,2025-10-01,2025-12-17,51,128,77.0,593.5799999999999,49.940625,1.3636363636363635,76.26666666666667,61.0,76.0,2026-02-16,Urgent (< 2 weeks)
Grocery Outlet - Longview,B - Steady Performers,Unassigned,2462.95,2587.7999999999997,-124.85,2,1293.8999999999999,1293.8999999999999,218,109.0,2025-09-11,2025-12-11,57,148,91.0,506.56890540540536,44.8372972972973,1.1978021978021978,86.8256880733945,69.0,87.0,2026-02-18,Urgent (< 2 weeks)
Grocery Outlet - Cleveland Heights,B - Steady Performers,Unassigned,2451.6,2814.7999999999997,-363.2,2,1407.3999999999999,1407.3999999999999,237,118.5,2025-07-18,2025-10-10,119,203,84.0,367.6192315270936,35.53832512315271,1.4107142857142858,73.72151898734177,59.0,74.0,2025-12-08,OVERDUE
Grocery Outlet - Folsom,B - Steady Performers,Unassigned,2360.8,2360.8,0.0,2,1180.4,1180.4,198,99.0,2025-10-15,2026-02-03,3,114,111.0,630.3750175438597,52.86947368421053,0.8918918918918919,116.60606060606061,93.0,117.0,2026-05-07,On Track
Essential Fuels #2,B - Steady Performers,Unassigned,2352.0,2688.0,-336.0,2,1344.0,1344.0,226,113.0,2025-05-27,2025-09-11,148,255,107.0,280.76423529411767,26.978196078431374,1.0560747663551402,98.47787610619469,79.0,98.0,2025-11-29,OVERDUE
Grocery Outlet - Lacey,B - Steady Performers,Unassigned,2281.3499999999995,3177.9999999999995,-896.65,2,1588.9999999999998,1588.9999999999998,268,134.0,2025-05-09,2025-06-24,227,273,46.0,254.37470329670325,29.882490842490846,2.9130434782608696,35.701492537313435,28.0,36.0,2025-07-22,OVERDUE
Grocery Outlet - Burney,B - Steady Performers,Unassigned,2179.2,2179.2,0.0,2,1089.6,1089.6,183,91.5,2025-12-22,2026-02-06,0,46,46.0,1442.0619130434782,121.09826086956522,1.9891304347826086,52.28415300546448,42.0,52.0,2026-03-20,Upcoming (1-2 months)
McKay's Market #9,B - Steady Performers,Unassigned,2172.0,2172.0,0.0,2,1086.0,1086.0,183,91.5,2025-09-02,2025-12-17,51,157,106.0,421.11898089171973,35.48101910828026,0.8632075471698113,120.48087431693989,96.0,120.0,2026-03-23,Upcoming (1-2 months)
