Customer,Segment,Primary_Rep,Net_Revenue,Visit_Every_Days,Hard_Deadline_Days,Visits_Per_Year,Visit_Cadence,Daily_Hat_Velocity
Pomeroy Foods,D - Low & Slow,Decker Larson,1152.0,186.0,233.0,2.0,Infrequent (90+ days),0.4459770114942529
KJ's #80213,C - Moderate Movers,Unassigned,1956.0,187.0,235.0,2.0,Infrequent (90+ days),0.4431818181818182
Bob's Sporting Goods,E - New / One-Time,Unassigned,817.1999999999999,188.0,235.0,1.9,Infrequent (90+ days),0.4423076923076923
Simerly's,C - Moderate Movers,Bobbi Marshall,1728.0,189.0,237.0,1.9,Infrequent (90+ days),0.4393939393939394
Quality Market,E - New / One-Time,Jason Black,1344.0,190.0,238.0,1.9,Infrequent (90+ days),0.4362934362934363
Four Star Supply - Potlatch,D - Low & Slow,Unassigned,1095.0,190.0,238.0,1.9,Infrequent (90+ days),0.43728813559322033
Enerbase Travel Plaza,E - New / One-Time,Merlin Gleed,1440.0,190.0,238.0,1.9,Infrequent (90+ days),0.4368231046931408
Griffin General Merchandise,E - New / One-Time,Jason Black,1344.0,190.0,238.0,1.9,Infrequent (90+ days),0.4362934362934363
H & L Produce,E - New / One-Time,Natalie  Brydson,1344.0,192.0,240.0,1.9,Infrequent (90+ days),0.4329501915708812
Ace Hardware-Middleton #457-004,C - Moderate Movers,Unassigned,1615.9,192.0,241.0,1.9,Infrequent (90+ days),0.431791221826809
Grocery Outlet - Redding,E - New / One-Time,Unassigned,1271.2,192.0,241.0,1.9,Infrequent (90+ days),0.4314516129032258
Clark Fork Pantry,D - Low & Slow,Ann Wheelock,864.0,194.0,243.0,1.9,Infrequent (90+ days),0.42857142857142855
Silver City RV Resort,C - Moderate Movers,Matthew  Jorgensen,1344.0,194.0,243.0,1.9,Infrequent (90+ days),0.428125
Silver Peak Supply,E - New / One-Time,Unassigned,1344.0,195.0,245.0,1.9,Infrequent (90+ days),0.424812030075188
Sinclair Station - Evanston,C - Moderate Movers,Merlin Gleed,1632.0,195.0,244.0,1.9,Infrequent (90+ days),0.4254658385093168
Farmer's Supply Co-Op Cambridge,D - Low & Slow,Unassigned,672.0,196.0,245.0,1.9,Infrequent (90+ days),0.42424242424242425
Town Pump - Eureka #1 - 2300-1191,C - Moderate Movers,Unassigned,2104.0,200.0,250.0,1.8,Infrequent (90+ days),0.4154929577464789
Grocery Outlet - Casa De Oro,E - New / One-Time,Unassigned,1271.2,201.0,252.0,1.8,Infrequent (90+ days),0.41312741312741313
Parkland On The Run #80127,E - New / One-Time,Unassigned,1344.0,203.0,255.0,1.8,Infrequent (90+ days),0.40794223826714804
Big Horn BBQ,E - New / One-Time,Maren Sowerby,1440.0,203.0,254.0,1.8,Infrequent (90+ days),0.40878378378378377
Good2Go #523,C - Moderate Movers,Unassigned,936.0,203.0,255.0,1.8,Infrequent (90+ days),0.40816326530612246
Town Pump - Helena #3 - 1253,D - Low & Slow,Unassigned,1356.0,204.0,256.0,1.8,Infrequent (90+ days),0.40641711229946526
Good 2 Go #415,D - Low & Slow,Unassigned,966.6000000000001,204.0,256.0,1.8,Infrequent (90+ days),0.40689655172413797
Kamas Valley Co-Op,C - Moderate Movers,Andy Coon,583.5,205.0,256.0,1.8,Infrequent (90+ days),0.40561224489795916
Wag A Bag,C - Moderate Movers,JADEN BLACK,1752.0,206.0,258.0,1.8,Infrequent (90+ days),0.40384615384615385
Mountain View Market and Fuel Stop,E - New / One-Time,Unassigned,288.0,208.0,260.0,1.8,Infrequent (90+ days),0.4
Grocery Outlet - Hemet,E - New / One-Time,Unassigned,1271.2,208.0,260.0,1.8,Infrequent (90+ days),0.39925373134328357
Grocery Outlet - Anderson,E - New / One-Time,Unassigned,-828.55,208.0,261.0,1.8,Infrequent (90+ days),0.39919354838709675
Oliver Lemons - Terrebonne,E - New / One-Time,Unassigned,1344.0,208.0,260.0,1.8,Infrequent (90+ days),0.3992932862190813
Good2Go #216,D - Low & Slow,Unassigned,708.0,209.0,262.0,1.7,Infrequent (90+ days),0.39669421487603307
Raceway 7016,E - New / One-Time,Unassigned,1344.0,209.0,261.0,1.7,Infrequent (90+ days),0.397887323943662
Valley Country Store Salmon,C - Moderate Movers,Unassigned,1308.0,210.0,263.0,1.7,Infrequent (90+ days),0.39568345323741005
Good2Go #526,E - New / One-Time,Unassigned,48.0,210.0,263.0,1.7,Infrequent (90+ days),0.3950617283950617
Grocery Outlet - Cameron Park,E - New / One-Time,Unassigned,1180.3999999999999,211.0,265.0,1.7,Infrequent (90+ days),0.39285714285714285
Rosebud Foods,C - Moderate Movers,Lamar Helm,1728.0,212.0,265.0,1.7,Infrequent (90+ days),0.3918918918918919
Lone Pine Dino Mart,D - Low & Slow,Unassigned,816.0,212.0,266.0,1.7,Infrequent (90+ days),0.3915343915343915
Ace Hardware/Ridleys - Mountain Home #457,D - Low & Slow,Unassigned,930.6999999999999,213.0,267.0,1.7,Infrequent (90+ days),0.39
Fast Stop #1149,D - Low & Slow,Unassigned,96.0,213.0,267.0,1.7,Infrequent (90+ days),0.3888888888888889
Grand View General Store,D - Low & Slow,Lamar Helm,1440.0,214.0,268.0,1.7,Infrequent (90+ days),0.38738738738738737
McKay's Market-Lincoln City,C - Moderate Movers,Unassigned,2088.0,217.0,272.0,1.7,Infrequent (90+ days),0.3826086956521739
Good2Go #215,D - Low & Slow,Unassigned,540.0,217.0,272.0,1.7,Infrequent (90+ days),0.38207547169811323
Grocery Outlet - Orland,E - New / One-Time,Unassigned,851.2499999999999,219.0,274.0,1.7,Infrequent (90+ days),0.3793103448275862
Kash and Karry 3,E - New / One-Time,Unassigned,768.0,220.0,275.0,1.7,Infrequent (90+ days),0.37790697674418605
Capis,C - Moderate Movers,InStore - Andy Coon,1804.5,221.0,277.0,1.7,Infrequent (90+ days),0.375
Stewart’s Market,C - Moderate Movers,Unassigned,1922.85,221.0,277.0,1.7,Infrequent (90+ days),0.375
Ace Hardware - Lewiston,D - Low & Slow,Decker Larson,763.5,221.0,277.0,1.7,Infrequent (90+ days),0.375968992248062
Good2Go #366,E - New / One-Time,Unassigned,960.0,224.0,281.0,1.6,Infrequent (90+ days),0.3698630136986301
M&W Market-Filer,C - Moderate Movers,Unassigned,1294.5,225.0,282.0,1.6,Infrequent (90+ days),0.3693181818181818
Old Snowmass Market,C - Moderate Movers,Andy Coon,1596.0,225.0,282.0,1.6,Infrequent (90+ days),0.36855670103092786
Good2Go #110,E - New / One-Time,Unassigned,1056.0,228.0,286.0,1.6,Infrequent (90+ days),0.363265306122449
Cash And Carry Grangeville,D - Low & Slow,Decker Larson,1387.5,230.0,289.0,1.6,Infrequent (90+ days),0.3601190476190476
Fast Stop #2248,E - New / One-Time,Unassigned,300.0,231.0,289.0,1.6,Infrequent (90+ days),0.35960591133004927
Aspen Sports,D - Low & Slow,Linnzy Foster,1080.0,231.0,290.0,1.6,Infrequent (90+ days),0.358974358974359
Kia Quick Mart,E - New / One-Time,JADEN BLACK,141.0,232.0,290.0,1.6,Infrequent (90+ days),0.3584070796460177
Good2Go #311,E - New / One-Time,Unassigned,0.0,232.0,291.0,1.6,Infrequent (90+ days),0.35714285714285715
Grocery Outlet - Cheney,E - New / One-Time,Unassigned,908.0,232.0,290.0,1.6,Infrequent (90+ days),0.3584905660377358
Town Pump - WSS #1 - 4400-1393,D - Low & Slow,Unassigned,972.0,233.0,292.0,1.6,Infrequent (90+ days),0.3565217391304348
Good2Go #203,C - Moderate Movers,Unassigned,1248.0,236.0,295.0,1.5,Infrequent (90+ days),0.3523489932885906
Sierra Market - Gates,C - Moderate Movers,Elijah Benedick,1896.0,237.0,296.0,1.5,Infrequent (90+ days),0.3508771929824561
Valley Wide Coop. Grandview,C - Moderate Movers,Unassigned,1884.0,238.0,298.0,1.5,Infrequent (90+ days),0.34868421052631576
Great Scotts-Eagle:Great Scott's #1 Rexburg,D - Low & Slow,Lamar Helm,486.0,239.0,299.0,1.5,Infrequent (90+ days),0.3474747474747475
Roseville Grocery,D - Low & Slow,Unassigned,864.0,240.0,301.0,1.5,Infrequent (90+ days),0.3458646616541353
Grocery Outlet - Milpitas,C - Moderate Movers,Unassigned,1634.3999999999999,241.0,302.0,1.5,Infrequent (90+ days),0.3442211055276382
Broulim's Afton,E - New / One-Time,Unassigned,864.0,243.0,305.0,1.5,Infrequent (90+ days),0.3411214953271028
Main Street Mart - Pullman,D - Low & Slow,Unassigned,754.5,244.0,306.0,1.5,Infrequent (90+ days),0.3401360544217687
Fast Stop #1110,E - New / One-Time,Unassigned,336.0,245.0,307.0,1.5,Infrequent (90+ days),0.3385416666666667
Broulim's Rexburg,E - New / One-Time,Unassigned,408.0,246.0,309.0,1.5,Infrequent (90+ days),0.33678756476683935
Grocery Outlet - Hollywood,E - New / One-Time,Unassigned,283.74999999999994,247.0,310.0,1.5,Infrequent (90+ days),0.3357664233576642
Riverfront Market,E - New / One-Time,Unassigned,288.0,249.0,312.0,1.5,Infrequent (90+ days),0.3333333333333333
Fortine Merc,E - New / One-Time,Lamar Helm,1176.0,249.0,312.0,1.5,Infrequent (90+ days),0.3333333333333333
On the Fly-Avimor,C - Moderate Movers,Bobbi Marshall,1089.0,251.0,314.0,1.5,Infrequent (90+ days),0.33095238095238094
Huck Finn Exxon,E - New / One-Time,Andy Coon,480.0,251.0,315.0,1.5,Infrequent (90+ days),0.3305785123966942
Wired Bean Rindy,D - Low & Slow,Christa VIE,409.0,251.0,315.0,1.5,Infrequent (90+ days),0.330188679245283
BP Sky Mart #299,E - New / One-Time,JADEN BLACK,168.0,253.0,317.0,1.4,Infrequent (90+ days),0.32857142857142857
Lynns Dakota Mart - Belle Fourche,D - Low & Slow,Unassigned,1272.0,256.0,321.0,1.4,Infrequent (90+ days),0.3242424242424242
Sunnyside Farms Market,D - Low & Slow,Andy Coon,769.5,257.0,322.0,1.4,Infrequent (90+ days),0.3230088495575221
Good2Go #205,D - Low & Slow,Unassigned,792.0,259.0,324.0,1.4,Infrequent (90+ days),0.32051282051282054
Grocery Outlet - Chico,E - New / One-Time,Unassigned,998.8,259.0,324.0,1.4,Infrequent (90+ days),0.32061068702290074
Florissant Conoco,D - Low & Slow,Andy Coon,258.0,261.0,327.0,1.4,Infrequent (90+ days),0.31785714285714284
Broulim's Shelley,D - Low & Slow,Unassigned,1320.0,262.0,328.0,1.4,Infrequent (90+ days),0.3173076923076923
Mills Market,E - New / One-Time,JADEN BLACK,570.0,264.0,331.0,1.4,Infrequent (90+ days),0.3146551724137931
Fast Stop #1164,D - Low & Slow,Unassigned,558.0,265.0,332.0,1.4,Infrequent (90+ days),0.31313131313131315
Points North Trading,E - New / One-Time,Lamar Helm,1092.0,272.0,340.0,1.3,Infrequent (90+ days),0.30564784053156147
Grocery Outlet - Oroville,D - Low & Slow,Unassigned,1180.4,278.0,348.0,1.3,Infrequent (90+ days),0.29895366218236175
The Dalles Hatt's 76 Fuel,C - Moderate Movers,Unassigned,1656.0,281.0,352.0,1.3,Infrequent (90+ days),0.2957446808510638
Good2Go #221,D - Low & Slow,Unassigned,864.0,287.0,359.0,1.3,Infrequent (90+ days),0.2896825396825397
One Stop #80,C - Moderate Movers,Unassigned,1056.0,289.0,362.0,1.3,Infrequent (90+ days),0.2870967741935484
Good2Go #312,E - New / One-Time,Unassigned,384.0,290.0,364.0,1.3,Infrequent (90+ days),0.2857142857142857
Parks Feed & Merchantile,C - Moderate Movers,Linnzy Foster,996.0,292.0,366.0,1.2,Infrequent (90+ days),0.28378378378378377
Play It Again Sports,C - Moderate Movers,Bobbi Marshall,1032.0,293.0,367.0,1.2,Infrequent (90+ days),0.28353658536585363
Food Mart 12,C - Moderate Movers,InStore - Andy Coon,1284.0,297.0,372.0,1.2,Infrequent (90+ days),0.2792207792207792
Good2Go #108,E - New / One-Time,Unassigned,-480.0,301.0,377.0,1.2,Infrequent (90+ days),0.27586206896551724
Cross Road Grocery,E - New / One-Time,JADEN BLACK,768.0,304.0,381.0,1.2,Infrequent (90+ days),0.27310924369747897
Town Pump - Great Falls #1 - 1210,E - New / One-Time,Unassigned,622.5,314.0,393.0,1.2,Infrequent (90+ days),0.2644927536231884
Fords Department Store #163,E - New / One-Time,Unassigned,499.4,320.0,401.0,1.1,Infrequent (90+ days),0.25925925925925924
Grocery Outlet - Oakhurst,E - New / One-Time,Unassigned,726.4,320.0,401.0,1.1,Infrequent (90+ days),0.25957446808510637
Nakina Shop N Save,E - New / One-Time,Unassigned,73.5,322.0,403.0,1.1,Infrequent (90+ days),0.2579185520361991
FarmHouse Grocery,E - New / One-Time,Bobbi Marshall,576.0,324.0,405.0,1.1,Infrequent (90+ days),0.25654450261780104
Grocery Outlet - Citrus Heights,E - New / One-Time,Unassigned,726.4,324.0,406.0,1.1,Infrequent (90+ days),0.25630252100840334
L&M Convenient Mart,E - New / One-Time,JADEN BLACK,136.5,332.0,416.0,1.1,Infrequent (90+ days),0.25
Good2Go #204,C - Moderate Movers,Unassigned,1152.0,335.0,420.0,1.1,Infrequent (90+ days),0.24744897959183673
Eastgate Sinclair,D - Low & Slow,Merlin Gleed,648.0,338.0,423.0,1.1,Infrequent (90+ days),0.2459016393442623
Intermountain Feed,E - New / One-Time,Decker Larson,-127.5,339.0,424.0,1.1,Infrequent (90+ days),0.245
Sun house 25,E - New / One-Time,JADEN BLACK,0.0,342.0,429.0,1.1,Infrequent (90+ days),0.2425531914893617
Rawlins Ace Hardware,E - New / One-Time,Andy Coon,648.0,349.0,437.0,1.0,Infrequent (90+ days),0.23809523809523808
Bevens Market,C - Moderate Movers,Eric Arnold,1407.0,350.0,439.0,1.0,Infrequent (90+ days),0.23705179282868527
KB Express Cedar City,E - New / One-Time,Unassigned,480.0,355.0,445.0,1.0,Infrequent (90+ days),0.23391812865497075
Grocery Outlet - Stayton,E - New / One-Time,Unassigned,840.0,360.0,451.0,1.0,Infrequent (90+ days),0.2305194805194805
Jerry's Enterprise Super Save Conoco,E - New / One-Time,Lamar Helm,768.0,366.0,459.0,1.0,Infrequent (90+ days),0.2264808362369338
Parkland On the Run #80150,E - New / One-Time,Unassigned,396.0,390.0,489.0,0.9,Infrequent (90+ days),0.2126865671641791
Cross Roads Travel Plaza,E - New / One-Time,Merlin Gleed,576.0,391.0,490.0,0.9,Infrequent (90+ days),0.21212121212121213
Good2Go #118,E - New / One-Time,Unassigned,288.0,394.0,494.0,0.9,Infrequent (90+ days),0.21052631578947367
Adventure Angling,E - New / One-Time,Natalie  Brydson,576.0,403.0,505.0,0.9,Infrequent (90+ days),0.20588235294117646
Shop Rite,D - Low & Slow,Unassigned,511.5,416.0,522.0,0.9,Infrequent (90+ days),0.19932432432432431
Good2Go #121,E - New / One-Time,Unassigned,480.0,421.0,528.0,0.9,Infrequent (90+ days),0.19704433497536947
Town And Country Supply-S. Laurel,C - Moderate Movers,Unassigned,777.0,421.0,527.0,0.9,Infrequent (90+ days),0.1972318339100346
Town Pump - Shelby #1 - 5000-1365,E - New / One-Time,Unassigned,204.0,430.0,538.0,0.8,Infrequent (90+ days),0.19318181818181818
Hoot's Stop and Stay,D - Low & Slow,Decker Larson,96.0,441.0,552.0,0.8,Infrequent (90+ days),0.18823529411764706
Parkland KB Express # 80166,E - New / One-Time,Unassigned,576.0,442.0,554.0,0.8,Infrequent (90+ days),0.18773946360153257
RALLYSTOP 1 - JRS TRUCKSTOP,E - New / One-Time,Unassigned,384.0,444.0,556.0,0.8,Infrequent (90+ days),0.1871345029239766
Main Street Mini Mart - Holly Springs,D - Low & Slow,JADEN BLACK,12.0,445.0,557.0,0.8,Infrequent (90+ days),0.18666666666666668
Sidney Service Mart,C - Moderate Movers,JADEN BLACK,225.0,457.0,573.0,0.8,Infrequent (90+ days),0.18161434977578475
Edward's Grocery,C - Moderate Movers,InStore - Andy Coon,463.5,462.0,579.0,0.8,Infrequent (90+ days),0.17962962962962964
Safeway of Johnston,E - New / One-Time,Unassigned,175.5,469.0,588.0,0.8,Infrequent (90+ days),0.17699115044247787
Grocery Outlet - Gridley,E - New / One-Time,Unassigned,544.8,471.0,590.0,0.8,Infrequent (90+ days),0.17624521072796934
Good2Go #420,E - New / One-Time,Unassigned,-13.5,471.0,590.0,0.8,Infrequent (90+ days),0.1762114537444934
Good2Go #206,E - New / One-Time,Unassigned,480.0,481.0,603.0,0.8,Infrequent (90+ days),0.1724137931034483
Norlina,E - New / One-Time,Unassigned,-1239.0,490.0,614.0,0.7,Infrequent (90+ days),0.1694915254237288
Dakota Mart - Lead,E - New / One-Time,Unassigned,588.0,511.0,641.0,0.7,Infrequent (90+ days),0.16233766233766234
Grocery Outlet - Gilroy,E - New / One-Time,Unassigned,454.0,570.0,714.0,0.6,Infrequent (90+ days),0.14559386973180077
Grocery Outlet - Sparks,E - New / One-Time,Unassigned,454.0,588.0,736.0,0.6,Infrequent (90+ days),0.1412639405204461
Parpacific Liberty Lake #11,E - New / One-Time,Unassigned,273.0,613.0,768.0,0.6,Infrequent (90+ days),0.13548387096774195
The Dalles West Second Street Market,E - New / One-Time,Unassigned,288.0,757.0,949.0,0.5,Infrequent (90+ days),0.1095890410958904
In and Out Market #7,E - New / One-Time,JADEN BLACK,384.0,768.0,962.0,0.5,Infrequent (90+ days),0.10810810810810811
Four Star Supply - Pullman,E - New / One-Time,Unassigned,99.0,775.0,971.0,0.5,Infrequent (90+ days),0.10714285714285714
Expressway Tobacco and Vape,E - New / One-Time,Unassigned,36.0,809.0,1014.0,0.5,Infrequent (90+ days),0.10256410256410256
Coeur d Alene Casino Resort Hotel Gift Shop,E - New / One-Time,Ann Wheelock,360.0,819.0,1026.0,0.4,Infrequent (90+ days),0.10135135135135136
Good2go #104,E - New / One-Time,Unassigned,288.0,847.0,1062.0,0.4,Infrequent (90+ days),0.09795918367346938
Purdy Liquor Market,E - New / One-Time,Natalie  Brydson,288.0,847.0,1062.0,0.4,Infrequent (90+ days),0.09795918367346938
On The Run - Wilson,E - New / One-Time,Unassigned,336.0,901.0,1129.0,0.4,Infrequent (90+ days),0.09210526315789473
Saratoga Food Mart,E - New / One-Time,Unassigned,105.0,904.0,1133.0,0.4,Infrequent (90+ days),0.09180327868852459
Parpacific Spokane #4,E - New / One-Time,Unassigned,336.0,919.0,1151.0,0.4,Infrequent (90+ days),0.09032258064516129
Legion Express,E - New / One-Time,JADEN BLACK,192.0,1053.0,1320.0,0.3,Infrequent (90+ days),0.07881773399014778
Aeneas Valley Store,E - New / One-Time,Eric Arnold,192.0,1364.0,1710.0,0.3,Infrequent (90+ days),0.060836501901140684
Parkland MVP #80152,E - New / One-Time,Unassigned,-301.5,1437.0,1800.0,0.3,Infrequent (90+ days),0.05776173285198556
Roxy's Market Aspen,E - New / One-Time,Andy Coon,192.0,1499.0,1878.0,0.2,Infrequent (90+ days),0.05536332179930796
Grocery Outlet - Sunnyside,E - New / One-Time,Unassigned,181.6,1594.0,1997.0,0.2,Infrequent (90+ days),0.052083333333333336
Smiley Food Mart,E - New / One-Time,JADEN BLACK,-1596.0,1666.0,2087.0,0.2,Infrequent (90+ days),0.04983388704318937
Lower Stanley Country Store,E - New / One-Time,Bobbi Marshall,96.0,2116.0,2652.0,0.2,Infrequent (90+ days),0.0392156862745098
Grocery Outlet - Anaheim,E - New / One-Time,Unassigned,90.8,2853.0,3575.0,0.1,Infrequent (90+ days),0.02909090909090909
Mel HQ,C - Moderate Movers,- Unassigned -,108.0,3449.0,4322.0,0.1,Infrequent (90+ days),0.02406417112299465
Rebecca  Messer,E - New / One-Time,- Unassigned -,60.0,4416.0,5533.0,0.1,Infrequent (90+ days),0.018796992481203006
Arcadian Outfitters LLC,E - New / One-Time,- Unassigned -,10.5,12658.0,15860.0,0.0,Infrequent (90+ days),0.006557377049180328
